platform,group,metric_key,display_name,symbol_or_short_name,mathematical_definition,physical_meaning,unit,inputs_required,implementation_status,notes
VMAT_IMRT,Motion bins,acc_std,Mean Leaf Acceleration SD (mm/s^2),Mean Leaf Acceleration SD (mm/s^2),mean_leaf(std_interval(acceleration)),"Leaf-wise mean proportions for Park et al. VMAT delivery bins. Speed bins: 0-4, 4-8, 8-12, 12-16, 16-20 mm/s. Acceleration bins: 0-40, 40-80, 80-120, 120-160, 160-200 mm/s^2.",mm/s^2,Per-leaf motion time series,implemented_flattened,Park 2015 summary statistic flattened for export.
VMAT_IMRT,Motion bins,mlcx1_speed_0_4,MLCX1 Park Speed 0-4 mm/s,MLCX1 Park Speed 0-4 mm/s,"mean_leaf [ proportion(intervals with speed in 0-4 mm/s) ], restricted to MLCX1 leaf positions.",MLCX1-only Park 2015 derived motion statistic.,proportion,MLCX1 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX1.
VMAT_IMRT,Motion bins,mlcx1_speed_4_8,MLCX1 Park Speed 4-8 mm/s,MLCX1 Park Speed 4-8 mm/s,"mean_leaf [ proportion(intervals with speed in 4-8 mm/s) ], restricted to MLCX1 leaf positions.",MLCX1-only Park 2015 derived motion statistic.,proportion,MLCX1 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX1.
VMAT_IMRT,Motion bins,mlcx1_speed_8_12,MLCX1 Park Speed 8-12 mm/s,MLCX1 Park Speed 8-12 mm/s,"mean_leaf [ proportion(intervals with speed in 8-12 mm/s) ], restricted to MLCX1 leaf positions.",MLCX1-only Park 2015 derived motion statistic.,proportion,MLCX1 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX1.
VMAT_IMRT,Motion bins,mlcx1_speed_12_16,MLCX1 Park Speed 12-16 mm/s,MLCX1 Park Speed 12-16 mm/s,"mean_leaf [ proportion(intervals with speed in 12-16 mm/s) ], restricted to MLCX1 leaf positions.",MLCX1-only Park 2015 derived motion statistic.,proportion,MLCX1 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX1.
VMAT_IMRT,Motion bins,mlcx1_speed_16_20,MLCX1 Park Speed 16-20 mm/s,MLCX1 Park Speed 16-20 mm/s,"mean_leaf [ proportion(intervals with speed in 16-20 mm/s) ], restricted to MLCX1 leaf positions.",MLCX1-only Park 2015 derived motion statistic.,proportion,MLCX1 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX1.
VMAT_IMRT,Motion bins,mlcx1_acc_0_40,MLCX1 Park Acceleration 0-40 mm/s^2,MLCX1 Park Acceleration 0-40 mm/s^2,"mean_leaf [ proportion(intervals with acceleration in 0-40 mm/s^2) ], restricted to MLCX1 leaf positions.",MLCX1-only Park 2015 derived motion statistic.,proportion,MLCX1 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX1.
VMAT_IMRT,Motion bins,mlcx1_acc_40_80,MLCX1 Park Acceleration 40-80 mm/s^2,MLCX1 Park Acceleration 40-80 mm/s^2,"mean_leaf [ proportion(intervals with acceleration in 40-80 mm/s^2) ], restricted to MLCX1 leaf positions.",MLCX1-only Park 2015 derived motion statistic.,proportion,MLCX1 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX1.
VMAT_IMRT,Motion bins,mlcx1_acc_80_120,MLCX1 Park Acceleration 80-120 mm/s^2,MLCX1 Park Acceleration 80-120 mm/s^2,"mean_leaf [ proportion(intervals with acceleration in 80-120 mm/s^2) ], restricted to MLCX1 leaf positions.",MLCX1-only Park 2015 derived motion statistic.,proportion,MLCX1 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX1.
VMAT_IMRT,Motion bins,mlcx1_acc_120_160,MLCX1 Park Acceleration 120-160 mm/s^2,MLCX1 Park Acceleration 120-160 mm/s^2,"mean_leaf [ proportion(intervals with acceleration in 120-160 mm/s^2) ], restricted to MLCX1 leaf positions.",MLCX1-only Park 2015 derived motion statistic.,proportion,MLCX1 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX1.
VMAT_IMRT,Motion bins,mlcx1_acc_160_200,MLCX1 Park Acceleration 160-200 mm/s^2,MLCX1 Park Acceleration 160-200 mm/s^2,"mean_leaf [ proportion(intervals with acceleration in 160-200 mm/s^2) ], restricted to MLCX1 leaf positions.",MLCX1-only Park 2015 derived motion statistic.,proportion,MLCX1 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX1.
VMAT_IMRT,Motion bins,mlcx1_speed_average,MLCX1 Mean Leaf Speed (mm/s),MLCX1 Mean Leaf Speed (mm/s),"mean_leaf(mean_interval(speed)), restricted to MLCX1 leaf positions.",MLCX1-only Park 2015 derived motion statistic.,mm/s,MLCX1 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX1.
VMAT_IMRT,Motion bins,mlcx1_acc_average,MLCX1 Mean Leaf Acceleration (mm/s^2),MLCX1 Mean Leaf Acceleration (mm/s^2),"mean_leaf(mean_interval(acceleration)), restricted to MLCX1 leaf positions.",MLCX1-only Park 2015 derived motion statistic.,mm/s^2,MLCX1 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX1.
VMAT_IMRT,Motion bins,mlcx1_speed_std,MLCX1 Mean Leaf Speed SD (mm/s),MLCX1 Mean Leaf Speed SD (mm/s),"mean_leaf(std_interval(speed)), restricted to MLCX1 leaf positions.",MLCX1-only Park 2015 derived motion statistic.,mm/s,MLCX1 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX1.
VMAT_IMRT,Motion bins,mlcx1_acc_std,MLCX1 Mean Leaf Acceleration SD (mm/s^2),MLCX1 Mean Leaf Acceleration SD (mm/s^2),"mean_leaf(std_interval(acceleration)), restricted to MLCX1 leaf positions.",MLCX1-only Park 2015 derived motion statistic.,mm/s^2,MLCX1 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX1.
VMAT_IMRT,Motion bins,mlcx2_speed_0_4,MLCX2 Park Speed 0-4 mm/s,MLCX2 Park Speed 0-4 mm/s,"mean_leaf [ proportion(intervals with speed in 0-4 mm/s) ], restricted to MLCX2 leaf positions.",MLCX2-only Park 2015 derived motion statistic.,proportion,MLCX2 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX2.
VMAT_IMRT,Motion bins,mlcx2_speed_4_8,MLCX2 Park Speed 4-8 mm/s,MLCX2 Park Speed 4-8 mm/s,"mean_leaf [ proportion(intervals with speed in 4-8 mm/s) ], restricted to MLCX2 leaf positions.",MLCX2-only Park 2015 derived motion statistic.,proportion,MLCX2 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX2.
VMAT_IMRT,Motion bins,mlcx2_speed_8_12,MLCX2 Park Speed 8-12 mm/s,MLCX2 Park Speed 8-12 mm/s,"mean_leaf [ proportion(intervals with speed in 8-12 mm/s) ], restricted to MLCX2 leaf positions.",MLCX2-only Park 2015 derived motion statistic.,proportion,MLCX2 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX2.
VMAT_IMRT,Motion bins,mlcx2_speed_12_16,MLCX2 Park Speed 12-16 mm/s,MLCX2 Park Speed 12-16 mm/s,"mean_leaf [ proportion(intervals with speed in 12-16 mm/s) ], restricted to MLCX2 leaf positions.",MLCX2-only Park 2015 derived motion statistic.,proportion,MLCX2 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX2.
VMAT_IMRT,Motion bins,mlcx2_speed_16_20,MLCX2 Park Speed 16-20 mm/s,MLCX2 Park Speed 16-20 mm/s,"mean_leaf [ proportion(intervals with speed in 16-20 mm/s) ], restricted to MLCX2 leaf positions.",MLCX2-only Park 2015 derived motion statistic.,proportion,MLCX2 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX2.
VMAT_IMRT,Motion bins,mlcx2_acc_0_40,MLCX2 Park Acceleration 0-40 mm/s^2,MLCX2 Park Acceleration 0-40 mm/s^2,"mean_leaf [ proportion(intervals with acceleration in 0-40 mm/s^2) ], restricted to MLCX2 leaf positions.",MLCX2-only Park 2015 derived motion statistic.,proportion,MLCX2 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX2.
VMAT_IMRT,Motion bins,mlcx2_acc_40_80,MLCX2 Park Acceleration 40-80 mm/s^2,MLCX2 Park Acceleration 40-80 mm/s^2,"mean_leaf [ proportion(intervals with acceleration in 40-80 mm/s^2) ], restricted to MLCX2 leaf positions.",MLCX2-only Park 2015 derived motion statistic.,proportion,MLCX2 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX2.
VMAT_IMRT,Motion bins,mlcx2_acc_80_120,MLCX2 Park Acceleration 80-120 mm/s^2,MLCX2 Park Acceleration 80-120 mm/s^2,"mean_leaf [ proportion(intervals with acceleration in 80-120 mm/s^2) ], restricted to MLCX2 leaf positions.",MLCX2-only Park 2015 derived motion statistic.,proportion,MLCX2 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX2.
VMAT_IMRT,Motion bins,mlcx2_acc_120_160,MLCX2 Park Acceleration 120-160 mm/s^2,MLCX2 Park Acceleration 120-160 mm/s^2,"mean_leaf [ proportion(intervals with acceleration in 120-160 mm/s^2) ], restricted to MLCX2 leaf positions.",MLCX2-only Park 2015 derived motion statistic.,proportion,MLCX2 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX2.
VMAT_IMRT,Motion bins,mlcx2_acc_160_200,MLCX2 Park Acceleration 160-200 mm/s^2,MLCX2 Park Acceleration 160-200 mm/s^2,"mean_leaf [ proportion(intervals with acceleration in 160-200 mm/s^2) ], restricted to MLCX2 leaf positions.",MLCX2-only Park 2015 derived motion statistic.,proportion,MLCX2 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX2.
VMAT_IMRT,Motion bins,mlcx2_speed_average,MLCX2 Mean Leaf Speed (mm/s),MLCX2 Mean Leaf Speed (mm/s),"mean_leaf(mean_interval(speed)), restricted to MLCX2 leaf positions.",MLCX2-only Park 2015 derived motion statistic.,mm/s,MLCX2 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX2.
VMAT_IMRT,Motion bins,mlcx2_acc_average,MLCX2 Mean Leaf Acceleration (mm/s^2),MLCX2 Mean Leaf Acceleration (mm/s^2),"mean_leaf(mean_interval(acceleration)), restricted to MLCX2 leaf positions.",MLCX2-only Park 2015 derived motion statistic.,mm/s^2,MLCX2 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX2.
VMAT_IMRT,Motion bins,mlcx2_speed_std,MLCX2 Mean Leaf Speed SD (mm/s),MLCX2 Mean Leaf Speed SD (mm/s),"mean_leaf(std_interval(speed)), restricted to MLCX2 leaf positions.",MLCX2-only Park 2015 derived motion statistic.,mm/s,MLCX2 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX2.
VMAT_IMRT,Motion bins,mlcx2_acc_std,MLCX2 Mean Leaf Acceleration SD (mm/s^2),MLCX2 Mean Leaf Acceleration SD (mm/s^2),"mean_leaf(std_interval(acceleration)), restricted to MLCX2 leaf positions.",MLCX2-only Park 2015 derived motion statistic.,mm/s^2,MLCX2 motion traces only,implemented_flattened,Layer-specific Park 2015 flattened export for MLCX2.
VMAT_IMRT,SPORT,sport,SPORT Modulation Index (Li and Xing 2013),SPORT,SPORT = weighted aggregate of station-wise MI(s) over the plan,"Station-wise SPORT modulation index MI(s) from Li and Xing, reported here as the framework's beam/plan aggregate summary.",dimensionless,"MLC leaf positions, jaw positions, gantry angle, and control-point meterset weights",implemented,
TOMO,Delivery,mf,MF,MF,MF = mean(non-zero LOT) / max(LOT),Ratio describing how strongly the sinogram is modulated overall.,dimensionless,"Sinogram metadata: projection time, projections per rotation, field width, pitch, couch travel, dose",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Delivery,nproj_rot,"N proj,rot","N proj,rot","N proj,rot = configured projections per rotation",Number of projections delivered in one full gantry rotation.,count,"Sinogram metadata: projection time, projections per rotation, field width, pitch, couch travel, dose",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Delivery,nproj,N proj,N proj,N proj = number of sinogram projections,Total number of projections in the plan.,count,"Sinogram metadata: projection time, projections per rotation, field width, pitch, couch travel, dose",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Delivery,nrot,N rot,N rot,"N rot = N proj / N proj,rot",Total number of gantry rotations in the plan.,count,"Sinogram metadata: projection time, projections per rotation, field width, pitch, couch travel, dose",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Delivery,projection_time_s,PT,PT,PT = projection time,Duration of each projection.,s,"Sinogram metadata: projection time, projections per rotation, field width, pitch, couch travel, dose",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Delivery,gantry_period_s,GP,GP,"GP = PT * N proj,rot",Time required for one full gantry rotation.,s,"Sinogram metadata: projection time, projections per rotation, field width, pitch, couch travel, dose",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Delivery,treatment_time_s,TT,TT,TT = PT * N proj,Total beam-on treatment time.,s,"Sinogram metadata: projection time, projections per rotation, field width, pitch, couch travel, dose",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Delivery,field_width_mm,FW,FW,FW = nominal tomotherapy field width,Nominal field width used for the plan.,mm,"Sinogram metadata: projection time, projections per rotation, field width, pitch, couch travel, dose",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Delivery,pitch,Pitch,Pitch,Pitch = couch advance per rotation / field width,Ratio between couch travel per rotation and field width.,dimensionless,"Sinogram metadata: projection time, projections per rotation, field width, pitch, couch travel, dose",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Delivery,couch_translation_mm,CT,CT,CT = total couch travel,Total couch translation during treatment.,mm,"Sinogram metadata: projection time, projections per rotation, field width, pitch, couch travel, dose",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Delivery,couch_speed_mm_s,CS,CS,CS = CT / TT,Average couch translation speed.,s,"Sinogram metadata: projection time, projections per rotation, field width, pitch, couch travel, dose",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Delivery,target_length_mm,TL,TL,TL = couch translation - field width,Estimated target length covered by the plan.,mm,"Sinogram metadata: projection time, projections per rotation, field width, pitch, couch travel, dose",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Delivery,ttdf_s_cgy,TTDF,TTDF,TTDF = TT / dose per fraction in cGy,Treatment time normalized by dose per fraction.,s/cGy,"Sinogram metadata: projection time, projections per rotation, field width, pitch, couch travel, dose",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,mlot,mLOT,mLOT,mLOT = mean(LOT),Mean leaf open time across all open leaves.,ms,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,sdlot,sdLOT,sdLOT,sdLOT = std(LOT),Standard deviation of leaf open time.,ms,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,mdlot,mdLOT,mdLOT,mdLOT = median(LOT),Median leaf open time.,ms,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,molot,moLOT,moLOT,moLOT = mode(LOT),Most frequent leaf open time.,ms,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,maxlot,maxLOT,maxLOT,maxLOT = max(LOT),Maximum leaf open time.,ms,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,minlot,minLOT,minLOT,minLOT = min(non-zero LOT),Minimum non-zero leaf open time.,ms,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,klot,kLOT,kLOT,kLOT = kurtosis(LOT),Kurtosis of the leaf open time distribution.,ms,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,slot,sLOT,sLOT,sLOT = skewness(LOT),Skewness of the leaf open time distribution.,ms,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,clns_10ms,CLNS10,CLNS10,CLNS10 = count(LOT < 10 ms) / count(non-zero LOT),Fraction of leaf open times shorter than 10 ms.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,clns_20ms,CLNS20,CLNS20,CLNS20 = count(LOT < 20 ms) / count(non-zero LOT),Fraction of leaf open times shorter than 20 ms.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,clns_30ms,CLNS30,CLNS30,CLNS30 = count(LOT < 30 ms) / count(non-zero LOT),Fraction of leaf open times shorter than 30 ms.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,clns_50ms,CLNS50,CLNS50,CLNS50 = count(LOT < 50 ms) / count(non-zero LOT),Fraction of leaf open times shorter than 50 ms.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,clns_pt_10ms,CLNSpt10,CLNSpt10,CLNSpt_10 = count(LOT < pt_10 ms) / count(non-zero LOT),Fraction of leaf open times within 10 ms of the projection time.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,clns_pt_20ms,CLNSpt20,CLNSpt20,CLNSpt_20 = count(LOT < pt_20 ms) / count(non-zero LOT),Fraction of leaf open times within 20 ms of the projection time.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,clns_pt_30ms,CLNSpt30,CLNSpt30,CLNSpt_30 = count(LOT < pt_30 ms) / count(non-zero LOT),Fraction of leaf open times within 30 ms of the projection time.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,clns_pt_50ms,CLNSpt50,CLNSpt50,CLNSpt_50 = count(LOT < pt_50 ms) / count(non-zero LOT),Fraction of leaf open times within 50 ms of the projection time.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,mflot,mFLOT,mFLOT,mFLOT = mean(FLOT),Mean fractional leaf open time.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,sdflot,sdFLOT,sdFLOT,sdFLOT = std(FLOT),Standard deviation of fractional leaf open time.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,mdflot,mdFLOT,mdFLOT,mdFLOT = median(FLOT),Median fractional leaf open time.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,moflot,moFLOT,moFLOT,moFLOT = mode(FLOT),Most frequent fractional leaf open time.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,maxflot,maxFLOT,maxFLOT,maxFLOT = max(FLOT),Maximum fractional leaf open time.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,minflot,minFLOT,minFLOT,minFLOT = min(non-zero FLOT),Minimum non-zero fractional leaf open time.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,cfns_0_1,CFNS0.1,CFNS0.1,CFNS0.1 = count(FLOT < 0.1) / count(non-zero FLOT),Fraction of fractional leaf open times below 0.1.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,cfns_0_25,CFNS0.25,CFNS0.25,CFNS0.25 = count(FLOT < 0.25) / count(non-zero FLOT),Fraction of fractional leaf open times below 0.25.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,cfns_0_5,CFNS0.5,CFNS0.5,CFNS0.5 = count(FLOT < 0.5) / count(non-zero FLOT),Fraction of fractional leaf open times below 0.5.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,cfns_0_75,CFNS0.75,CFNS0.75,CFNS0.75 = count(FLOT < 0.75) / count(non-zero FLOT),Fraction of fractional leaf open times below 0.75.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram geometry,ta,TA,TA,TA = mean projection treatment width across the sinogram,Average width of the treated sinogram area per projection.,mm,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram geometry,ncc,nCC,nCC,nCC = mean number of connected open components per projection,Average number of disconnected open components per projection.,count,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram geometry,lengthcc,lengthCC,lengthCC,lengthCC = mean connected-component length in the sinogram,Average length of connected open sinogram components.,mm,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram geometry,fdisc,fDISC,fDISC,fDISC = fraction(projections with more than one connected component),Fraction of projections with discontinuous open regions.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram geometry,cls,CLS,CLS,CLS = mean[(N_leaves - open leaves) / N_leaves] over projections,Fraction of leaves that remain closed across the full sinogram width.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram geometry,clsin,CLSin,CLSin,CLSin = mean(closed leaves inside the treatment area),Closed leaf score within the treatment area.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram geometry,clsinarea,CLSinarea,CLSinarea,CLSinarea = mean(closed leaves inside the treatment area / treatment area),"Closed leaf score within the treatment area, normalized by area.",dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram geometry,clsindisc,CLSindisc,CLSindisc,CLSindisc = CLSin restricted to discontinuous projections,Closed leaf score within discontinuous treatment projections.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram geometry,clsinareadisc,CLSinareadisc,CLSinareadisc,CLSinareadisc = area-normalized CLSin restricted to discontinuous projections,Area-normalized closed leaf score for discontinuous projections.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram geometry,centroid,Centroid,Centroid,Centroid = mean lateral centroid of open leaves over projections,Average lateral position of the open sinogram barycenter.,mm,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram geometry,l0ns,L0NS,L0NS,L0NS = mean fraction of open leaves with 0 open nearest neighbors,Fraction of open leaves with no open nearest neighbors.,count,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram geometry,l1ns,L1NS,L1NS,L1NS = mean fraction of open leaves with 1 open nearest neighbor,Fraction of open leaves with one open nearest neighbor.,count,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram geometry,l2ns,L2NS,L2NS,L2NS = mean fraction of open leaves with 2 open nearest neighbors,Fraction of open leaves with two open nearest neighbors.,count,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,lotv,LOTV,LOTV,LOTV = mean over leaves of [ sum(max(LOT) - abs(delta LOT)) / ((N_proj - 1) * max(LOT)) ],Variability of leaf open time across consecutive projections.,ms,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,elotv_1,ELOTV-1,ELOTV-1,ELOTV-1 = mean normalized abs(LOT_i - LOT_{i+1}) over leaves,Extended leaf open time variability using a one-projection offset.,ms,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Leaf open time,elotv_5,ELOTV-5,ELOTV-5,ELOTV-5 = mean normalized abs(LOT_i - LOT_{i+5}) over leaves,Extended leaf open time variability using a five-projection offset.,ms,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram modulation,pstv,PSTV,PSTV,PSTV = EPSTV with delta projection = 1 and delta leaf = 1,Plan sinogram time variability across neighboring projections and leaves.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram modulation,epstv_1_1,"EPSTV-1,1","EPSTV-1,1","EPSTV-1,1 = mean of abs(delta projection) + abs(delta leaf) sinogram differences for offsets (1,1)",Extended plan sinogram time variability using one-step projection and leaf offsets.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram modulation,epstv_1_0,"EPSTV-1,0","EPSTV-1,0","EPSTV-1,0 = mean sinogram difference for projection offset 1 and leaf offset 0",Extended plan sinogram time variability using only a projection offset.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
TOMO,Sinogram modulation,epstv_0_1,"EPSTV-0,1","EPSTV-0,1","EPSTV-0,1 = mean sinogram difference for projection offset 0 and leaf offset 1",Extended plan sinogram time variability using only a leaf offset.,dimensionless,"Sinogram matrix, non-zero leaf open times, and per-leaf open/closed topology",implemented,Mathematical definition summarizes the current sinogram-based implementation.
